"internalId"	"name"	"source"	"npcValue"	"lore"	"flags"	"category"	"recipes"
"EPOCH_CAKE_CYAN"	"Century Cake Of Hype"	"HypixelAPI"	0	"&8Furniture

&7Furniture can be placed on your
&7world. Some furniture is interactable
&7while some are purely cosmetic.

&7Invite your friends to share a slice
&7of cake! Eating this cake grants &6+5☘
&6Mining Fortune &7for 48 hours.

&7Obtained in &fYear 100&7.

&a&lUNCOMMON&r"		"Item"	
"RUBY_POLISHED_DRILL_ENGINE"	"Ruby-Polished Drill Engine"	"HypixelAPI"	103000	"&8Drill Part

&7&6+250⸕ Mining Speed
&7&6+30☘ Mining Fortune

&7Put this item in the &6Drill Engine &7slot
&7of a Drill at a &2Drill Mechanic&7!

&7&4❣ &cRequires &5Heart of the Mountain Tier 7&c.
&9&lRARE&r"		"Drill Part"	"[{""name"":""first"",""type"":""crafting"",""resultId"":""RUBY_POLISHED_DRILL_ENGINE"",""resultQuantity"":1,""crafting"":{""1"":{""itemId"":""TITANIUM_DRILL_ENGINE"",""quantity"":1},""2"":{""itemId"":""PERFECT_RUBY_GEM"",""quantity"":1},""3"":{""itemId"":""PRECURSOR_APPARATUS"",""quantity"":4},""4"":{""itemId"":""DRILL_ENGINE"",""quantity"":5}}}]"
"EPOCH_CAKE_WHITE"	"Cloudy Century Cake"	"HypixelAPI"	0	"&8Furniture

&7Furniture can be placed on your
&7world. Some furniture is interactable
&7while some are purely cosmetic.

&7Invite your friends to share a slice
&7of cake! Eating this cake grants &6+5☘
&6Foraging Fortune &7for 48 hours.

&7Obtained in &fYear 100&7.

&a&lUNCOMMON&r"		"Item"	
"FINE_AQUAMARINE_GEM"	"Fine Aquamarine Gemstone"	"HypixelAPI"	25600	"&7&8Collection Item

&7A type of &3Aquamarine &7that has
&7clearly been treated with care.

&7&7Some say that when &eharnessed
&eproperly&7, it can give its owner extra
&7&b☂ Fishing Speed&7; others say it might
&7grant an &eadditional charge&7.

&9&lRARE GEMSTONE&r"		"Item"	"[{""name"":""first"",""type"":""crafting"",""resultId"":""FINE_AQUAMARINE_GEM"",""resultQuantity"":1,""crafting"":{""2"":{""itemId"":""FLAWED_AQUAMARINE_GEM"",""quantity"":16},""4"":{""itemId"":""FLAWED_AQUAMARINE_GEM"",""quantity"":16},""5"":{""itemId"":""FLAWED_AQUAMARINE_GEM"",""quantity"":16},""6"":{""itemId"":""FLAWED_AQUAMARINE_GEM"",""quantity"":16},""8"":{""itemId"":""FLAWED_AQUAMARINE_GEM"",""quantity"":16}}},{""name"":""second"",""type"":""crafting"",""resultId"":""FINE_AQUAMARINE_GEM"",""resultQuantity"":1,""crafting"":{""1"":{""itemId"":""FLAWED_AQUAMARINE_GEM"",""quantity"":16},""2"":{""itemId"":""FLAWED_AQUAMARINE_GEM"",""quantity"":16},""3"":{""itemId"":""FLAWED_AQUAMARINE_GEM"",""quantity"":16},""4"":{""itemId"":""FLAWED_AQUAMARINE_GEM"",""quantity"":16},""5"":{""itemId"":""FLAWED_AQUAMARINE_GEM"",""quantity"":16}}}]"
"MAGMA_CUBE_GENERATOR_11"	"Magma Cube Minion XI"	"HypixelAPI"	0	"&7Place this minion and it will start
&7generating and slaying Magma Cubes!
&7Minions also work when you are
&7offline!

&7Time Between Actions: &a18s
&7Max Storage: &e960
&7Resources Generated: &b0

&9&lRARE&r"		"Item"	"[{""name"":""first"",""type"":""crafting"",""resultId"":""MAGMA_CUBE_GENERATOR_11"",""resultQuantity"":1,""crafting"":{""1"":{""itemId"":""ENCHANTED_MAGMA_CREAM"",""quantity"":64},""2"":{""itemId"":""ENCHANTED_MAGMA_CREAM"",""quantity"":64},""3"":{""itemId"":""ENCHANTED_MAGMA_CREAM"",""quantity"":64},""4"":{""itemId"":""ENCHANTED_MAGMA_CREAM"",""quantity"":64},""5"":{""itemId"":""MAGMA_CUBE_GENERATOR_10"",""quantity"":1},""6"":{""itemId"":""ENCHANTED_MAGMA_CREAM"",""quantity"":64},""7"":{""itemId"":""ENCHANTED_MAGMA_CREAM"",""quantity"":64},""8"":{""itemId"":""ENCHANTED_MAGMA_CREAM"",""quantity"":64},""9"":{""itemId"":""ENCHANTED_MAGMA_CREAM"",""quantity"":64}}}]"
"HUNTER_KNIFE"	"Hunter Knife"	"HypixelAPI"	0	"&7Damage: &c+50
&7Speed: &a+40

&7&8This item can be reforged!
&8&l* &r&8Co-op Soulbound &8&l*&r
&a&lUNCOMMON SWORD&r"		"Sword"	
"EXP_BOTTLE"	"Experience Bottle"	"HypixelAPI"	5	"&7Smash it open to receive experience!

&f&lCOMMON&r"		"Item"	"[{""name"":""first"",""type"":""crafting"",""resultId"":""EXP_BOTTLE"",""resultQuantity"":1,""crafting"":{""2"":{""itemId"":""INK_SACK:4"",""quantity"":1},""4"":{""itemId"":""INK_SACK:4"",""quantity"":1},""5"":{""itemId"":""GLASS_BOTTLE"",""quantity"":1},""6"":{""itemId"":""INK_SACK:4"",""quantity"":1},""7"":{""itemId"":""INK_SACK:4"",""quantity"":1},""8"":{""itemId"":""INK_SACK:4"",""quantity"":1},""9"":{""itemId"":""INK_SACK:4"",""quantity"":1}}}]"
"FULL_JAW_FANGING_KIT"	"Full-Jaw Fanging Kit"	"HypixelAPI"	0	"&8Reforge Stone
&7&8Combinable in Reforge Anvil

&7Applies the &9Fanged &7reforge when
&7combined with a melee weapon&7.

&7&8''Fangs! Very menacing.''

&9Fanged &7(&6Legendary&7):
&7Strength: &c+60
&7Crit Chance: &c+8%
&7Bonus Attack Speed: &c+9%
&7Vitality: &a+8

&9Fanged Bonus
&7Every &c7th &7melee hit on an enemy
&7&7deals &c+100% &7damage.

&7Requires &aMining Skill Level XIII&7!

&9&lRARE REFORGE STONE&r"		"Reforge Stone"	"[{""name"":""first"",""type"":""crafting"",""resultId"":""FULL_JAW_FANGING_KIT"",""resultQuantity"":1,""crafting"":{""1"":{""itemId"":""HEMOGLASS"",""quantity"":16},""3"":{""itemId"":""HEMOGLASS"",""quantity"":16},""4"":{""itemId"":""ENCHANTED_REDSTONE_BLOCK"",""quantity"":1},""5"":{""itemId"":""ENCHANTED_REDSTONE_BLOCK"",""quantity"":1},""6"":{""itemId"":""ENCHANTED_REDSTONE_BLOCK"",""quantity"":1},""7"":{""itemId"":""ENCHANTED_BONE_BLOCK"",""quantity"":1},""8"":{""itemId"":""ENCHANTED_BONE_BLOCK"",""quantity"":1},""9"":{""itemId"":""ENCHANTED_BONE_BLOCK"",""quantity"":1}}}]"
"ICE_GENERATOR_6"	"Ice Minion VI"	"HypixelAPI"	0	"&7Place this minion and it will start
&7generating and mining ice! Requires
&7an open area to place ice. Minions
&7also work when you are offline!

&7Time Between Actions: &a10s
&7Max Storage: &e576
&7Resources Generated: &b0

&9&lRARE&r"		"Item"	"[{""name"":""first"",""type"":""crafting"",""resultId"":""ICE_GENERATOR_6"",""resultQuantity"":1,""crafting"":{""1"":{""itemId"":""PACKED_ICE"",""quantity"":32},""2"":{""itemId"":""PACKED_ICE"",""quantity"":32},""3"":{""itemId"":""PACKED_ICE"",""quantity"":32},""4"":{""itemId"":""PACKED_ICE"",""quantity"":32},""5"":{""itemId"":""ICE_GENERATOR_5"",""quantity"":1},""6"":{""itemId"":""PACKED_ICE"",""quantity"":32},""7"":{""itemId"":""PACKED_ICE"",""quantity"":32},""8"":{""itemId"":""PACKED_ICE"",""quantity"":32},""9"":{""itemId"":""PACKED_ICE"",""quantity"":32}}}]"
"EVERBURNING_FLAME"	"Everburning Flame"	"HypixelAPI"	159855	"&7Increases the speed of your minion
&7by &a35%&7. Unlimited Duration!

&7&6Everburning Bonus&7: &a5% &7extra speed on
&7Combat minions.

&5&lEPIC&r"		"Item"	"[{""name"":""first"",""type"":""crafting"",""resultId"":""EVERBURNING_FLAME"",""resultQuantity"":1,""crafting"":{""1"":{""itemId"":""FLAMES"",""quantity"":4},""2"":{""itemId"":""ENCHANTED_RED_SAND_CUBE"",""quantity"":1},""3"":{""itemId"":""FLAMES"",""quantity"":4},""4"":{""itemId"":""ENCHANTED_SULPHUR_CUBE"",""quantity"":1},""5"":{""itemId"":""PLASMA_BUCKET"",""quantity"":1},""6"":{""itemId"":""ENCHANTED_SULPHUR_CUBE"",""quantity"":1},""7"":{""itemId"":""FLAMES"",""quantity"":4},""8"":{""itemId"":""ENCHANTED_RED_SAND_CUBE"",""quantity"":1},""9"":{""itemId"":""FLAMES"",""quantity"":4}}}]"
"FIRE_VEIL_WAND"	"Fire Veil Wand"	"HypixelAPI"	5000	"&7Damage: &c+50
&7Intelligence: &a+200

&6Ability: Fire Veil  &e&lRIGHT CLICK&r
&7Creates a veil of fire around you for &a5s&7,
&7dealing &c15,000 &7damage per second to mobs
&7within.
&8Mana Cost: &3300
&8Cooldown: &a1s

&7&4❣ &cRequires &aCombat Skill 22&c.
&5&lEPIC WAND&r"		"Wand"	"[{""name"":""first"",""type"":""crafting"",""resultId"":""FIRE_VEIL_WAND"",""resultQuantity"":1,""crafting"":{""3"":{""itemId"":""LUMINO_FIBER"",""quantity"":10},""5"":{""itemId"":""SPELL_POWDER"",""quantity"":10},""7"":{""itemId"":""STICK"",""quantity"":1}}}]"
"GAME_BREAKER"	"Game Breaker"	"HypixelAPI"	0	"&7This item was given to a player who
&7reported a game-breaking exploit.
&7What a guy!

&c&lSPECIAL&r"		"Item"	
"FAIRY_BOOTS"	"Fairy's Galoshes"	"HypixelAPI"	420	"&7Health: &a+1
&7Defense: &a+1
&7Speed: &a+10
&7Intelligence: &a-1

&6Full Set Bonus: Fairy's Outfit &7(0/4)
&7Gain &c1❤ &7per Fairy Soul.
&7You found: &d0 Fairy Souls

&7&8This item can be reforged!
&9&lRARE BOOTS&r"		"Boots"	
"FAIRY_LEGGINGS"	"Fairy's Trousers"	"HypixelAPI"	420	"&7Health: &a+1
&7Defense: &a+1
&7Speed: &a+10
&7Intelligence: &a-1

&6Full Set Bonus: Fairy's Outfit &7(0/4)
&7Gain &c1❤ &7per Fairy Soul.
&7You found: &d0 Fairy Souls

&7&8This item can be reforged!
&9&lRARE LEGGINGS&r"		"Leggings"	
"FISH_HAT"	"Fish Hat"	"HypixelAPI"	24	"&7Health: &a+5

&6Ability: Splash  &e&lSNEAK&r
&7Crouch to splash some water around.
&8Mana Cost: &310
&8Cooldown: &a1s

&7&8This item can be reforged!
&f&lCOMMON HELMET&r"		"Helmet"	"[{""name"":""first"",""type"":""crafting"",""resultId"":""FISH_HAT"",""resultQuantity"":1,""crafting"":{""1"":{""itemId"":""RAW_FISH"",""quantity"":1},""2"":{""itemId"":""RAW_FISH"",""quantity"":1},""3"":{""itemId"":""RAW_FISH"",""quantity"":1},""4"":{""itemId"":""RAW_FISH"",""quantity"":1},""6"":{""itemId"":""RAW_FISH"",""quantity"":1},""7"":{""itemId"":""RAW_FISH"",""quantity"":1},""8"":{""itemId"":""RAW_FISH"",""quantity"":1},""9"":{""itemId"":""RAW_FISH"",""quantity"":1}}}]"
"MINER_OUTFIT_LEGGINGS"	"Prospecting Leggings"	"HypixelAPI"	560	"&7Defense: &a+30
&7Mining Speed: &a+15

&6Full Set Bonus: Beginner's Boost &7(0/4)
&7Grants &6+40⸕ Mining Speed&7.

&7&8This item can be reforged!
&a&lUNCOMMON LEGGINGS&r"		"Leggings"	"[{""name"":""first"",""type"":""crafting"",""resultId"":""MINER_OUTFIT_LEGGINGS"",""resultQuantity"":1,""crafting"":{""1"":{""itemId"":""IRON_BLOCK"",""quantity"":1},""2"":{""itemId"":""IRON_BLOCK"",""quantity"":1},""3"":{""itemId"":""IRON_BLOCK"",""quantity"":1},""4"":{""itemId"":""IRON_BLOCK"",""quantity"":1},""6"":{""itemId"":""IRON_BLOCK"",""quantity"":1},""7"":{""itemId"":""IRON_BLOCK"",""quantity"":1},""9"":{""itemId"":""IRON_BLOCK"",""quantity"":1}}}]"
"MITHRIL_GENERATOR_3"	"Mithril Minion III"	"HypixelAPI"	0	"&7Place this minion and it will start
&7generating and mining mithril ore!
&7Requires an open area to place
&7mithril ore. Minions also work when
&7you are offline!

&7Time Between Actions: &a75s
&7Max Storage: &e192
&7Resources Generated: &b0

&9&lRARE&r"		"Item"	"[{""name"":""first"",""type"":""crafting"",""resultId"":""MITHRIL_GENERATOR_3"",""resultQuantity"":1,""crafting"":{""1"":{""itemId"":""MITHRIL_ORE"",""quantity"":40},""2"":{""itemId"":""MITHRIL_ORE"",""quantity"":40},""3"":{""itemId"":""MITHRIL_ORE"",""quantity"":40},""4"":{""itemId"":""MITHRIL_ORE"",""quantity"":40},""5"":{""itemId"":""MITHRIL_GENERATOR_2"",""quantity"":1},""6"":{""itemId"":""MITHRIL_ORE"",""quantity"":40},""7"":{""itemId"":""MITHRIL_ORE"",""quantity"":40},""8"":{""itemId"":""MITHRIL_ORE"",""quantity"":40},""9"":{""itemId"":""MITHRIL_ORE"",""quantity"":40}}}]"
"FINAL_DESTINATION_HELMET"	"Final Destination Helmet"	"HypixelAPI"	0	"&7Health: &a+140
&7Defense: &a+100
&7Intelligence: &a+100

&6Full Set Bonus: Vivacious Darkness &7(0/4)
&7&7Costs &32⸎ Soulflow &7per 5s in combat
&7while &asneaking&7:
&3⁍ &c+30❁ Strength
&3⁍ &e+20⚔ Bonus Attack Speed
&3⁍ &f+10✦ Speed
&3⁍ &7Multiply &b✎ Intelligence &7by &b1.25x
&3⁍ &c+200⫽ Ferocity &7against Endermen
&3⁍ &a+100% &7damage against Endermen

&6Piece Bonus: Enderman Bulwark
&7Kill Endermen to accumulate defense
&7against them.
&7Piece Bonus: &a+0❈
&7Next Upgrade: &a+20❈ &8(&a0&7/&c100&8)

&7&8This item can be reforged!
&7&4☠ &cRequires &5Enderman Slayer 4&c.
&6&lLEGENDARY HELMET&r"		"Helmet"	"[{""name"":""first"",""type"":""crafting"",""resultId"":""FINAL_DESTINATION_HELMET"",""resultQuantity"":1,""crafting"":{""1"":{""itemId"":""NULL_OVOID"",""quantity"":1},""2"":{""itemId"":""NULL_OVOID"",""quantity"":1},""3"":{""itemId"":""NULL_OVOID"",""quantity"":1},""4"":{""itemId"":""ENCHANTED_REDSTONE"",""quantity"":64},""6"":{""itemId"":""ENCHANTED_REDSTONE"",""quantity"":64}}}]"
"ICY_ARROW"	"Icy Arrow"	"HypixelAPI"	1	"&7Damage: &c+24

&6Passive: Muscle Freeze
&7Applies &bSlowness I &7for &a3s &7to targets.

&7&4❣ &cRequires &aCombat Skill 21&c.
&7&4❣ &cRequires &aIce Collection VII&c.
&7&4❣ &cRequires &6Target Practice II&c.
&8Stats added when shot!
&9&lRARE ARROW&r"		"Arrow"	
"FISHING_ROD"	"Fishing Rod"	"HypixelAPI"	2	"&7Damage: &c+15
&7Strength: &c+15
&7Sea Creature Chance: &c+1%
&7Fishing Speed: &a+5

&9ථ Hook &8&lNONE&r
&9ꨃ Line &8&lNONE&r
&9࿉ Sinker &8&lNONE&r

&7Talk to &2Roddy &7in the &2Backwater
&2Bayou &7to apply parts to this rod.

&7&8This item can be reforged!
&f&lCOMMON FISHING ROD&r"		"Fishing Rod"	
"FLAWLESS_ONYX_GEM"	"Flawless Onyx Gemstone"	"HypixelAPI"	0	"&7&8Collection Item

&7A near perfect version of &8Onyx&7.

&7&7Some say that when &eharnessed
&eproperly&7, it can give its owner extra
&7&9☠ Crit Damage&7; others say it might
&7give &ebonus treasures&7.

&5&lEPIC GEMSTONE&r"		"Item"	"[{""name"":""second"",""type"":""crafting"",""resultId"":""FLAWLESS_ONYX_GEM"",""resultQuantity"":1,""crafting"":{""1"":{""itemId"":""FINE_ONYX_GEM"",""quantity"":16},""2"":{""itemId"":""FINE_ONYX_GEM"",""quantity"":16},""3"":{""itemId"":""FINE_ONYX_GEM"",""quantity"":16},""4"":{""itemId"":""FINE_ONYX_GEM"",""quantity"":16},""5"":{""itemId"":""FINE_ONYX_GEM"",""quantity"":16}}},{""name"":""first"",""type"":""crafting"",""resultId"":""FLAWLESS_ONYX_GEM"",""resultQuantity"":1,""crafting"":{""2"":{""itemId"":""FINE_ONYX_GEM"",""quantity"":16},""4"":{""itemId"":""FINE_ONYX_GEM"",""quantity"":16},""5"":{""itemId"":""FINE_ONYX_GEM"",""quantity"":16},""6"":{""itemId"":""FINE_ONYX_GEM"",""quantity"":16},""8"":{""itemId"":""FINE_ONYX_GEM"",""quantity"":16}}}]"
"INK_SACK:1"	"Rose Red"	"HypixelAPI"	1	"&f&lCOMMON&r"		"Item"	
"FARM_ARMOR_CHESTPLATE"	"Farm Armor Chestplate"	"HypixelAPI"	5200	"&7Health: &a+20
&7Defense: &a+75
&7Farming Fortune: &a+10
&7 &8[&7☘&8] &8[&8☘&8]

&6Full Set Bonus: Bonus Speed &7(0/4)
&7Increases your &f✦ Speed &7by &a+25&7
&7while worn near Farming Minions or in
&7the &bFarm&7, &bThe Barn&7, &eMushroom
&eDesert&7, &eDesert Settlement&7, &bOasis&7,
&7&bMushroom Gorge&7, &2Overgrown
&2Mushroom Cave&7, &bGlowing Mushroom
&bCave&7, &eDesert Mountain&7, and &aThe
&aGarden&7.

&7&8This item can be reforged!
&7&4❣ &cRequires &aFarming Skill 10&c.
&9&lRARE CHESTPLATE&r"		"Chestplate"	"[{""name"":""first"",""type"":""crafting"",""resultId"":""FARM_ARMOR_CHESTPLATE"",""resultQuantity"":1,""crafting"":{""1"":{""itemId"":""ENCHANTED_WHEAT"",""quantity"":8},""3"":{""itemId"":""ENCHANTED_WHEAT"",""quantity"":8},""4"":{""itemId"":""ENCHANTED_WHEAT"",""quantity"":8},""5"":{""itemId"":""ENCHANTED_WHEAT"",""quantity"":8},""6"":{""itemId"":""ENCHANTED_WHEAT"",""quantity"":8},""7"":{""itemId"":""ENCHANTED_WHEAT"",""quantity"":8},""8"":{""itemId"":""ENCHANTED_WHEAT"",""quantity"":8},""9"":{""itemId"":""ENCHANTED_WHEAT"",""quantity"":8}}}]"
"HUNTING_TOOLKIT"	"Hunting Toolkit"	"HypixelAPI"	0	"&7&8Hunting Tool

&7This toolkit may be transformed into
&7any &aHunting Tool &7you stored
&7previously.

&eSneak + Click to switch tools!

&9&lRARE&r"		"Item"	
"JUNGLE_GENERATOR_7"	"Jungle Minion VII"	"HypixelAPI"	0	"&7Place this minion and it will start
&7generating and chopping jungle logs!
&7Requires an open area to place
&7trees. Minions also work when you
&7are offline!

&7Time Between Actions: &a38s
&7Max Storage: &e576
&7Resources Generated: &b0

&9&lRARE&r"		"Item"	"[{""name"":""first"",""type"":""crafting"",""resultId"":""JUNGLE_GENERATOR_7"",""resultQuantity"":1,""crafting"":{""1"":{""itemId"":""ENCHANTED_JUNGLE_LOG"",""quantity"":4},""2"":{""itemId"":""ENCHANTED_JUNGLE_LOG"",""quantity"":4},""3"":{""itemId"":""ENCHANTED_JUNGLE_LOG"",""quantity"":4},""4"":{""itemId"":""ENCHANTED_JUNGLE_LOG"",""quantity"":4},""5"":{""itemId"":""JUNGLE_GENERATOR_6"",""quantity"":1},""6"":{""itemId"":""ENCHANTED_JUNGLE_LOG"",""quantity"":4},""7"":{""itemId"":""ENCHANTED_JUNGLE_LOG"",""quantity"":4},""8"":{""itemId"":""ENCHANTED_JUNGLE_LOG"",""quantity"":4},""9"":{""itemId"":""ENCHANTED_JUNGLE_LOG"",""quantity"":4}}}]"
"FALLEN_STAR_HAT"	"Fallen Star Helmet"	"HypixelAPI"	500	"&7Health: &a+50
&7Defense: &a+30
&7Intelligence: &a+2

&7&eWear this hat to a &5Cult of the Fallen
&5Star&e meeting.

&7&8This item can be reforged!
&8&l* &r&8Co-op Soulbound &8&l*&r
&9&lRARE HELMET&r"		"Helmet"	
"MOLTEN_NECKLACE"	"Molten Necklace"	"HypixelAPI"	93750	"&7Strength: &c+20
&7Health: &a+30
&7Defense: &a+20

&8Tiered Bonus: Molten Core (0/4)
&7Gain &a5% &7damage resistance while
&7fighting &6Kuudra&7.

&7&8This item can be reforged!
&7&4❣ &cRequires &aCombat Skill 22&c.
&5&lEPIC NECKLACE&r"		"Necklace"	
"FESTIVE_FRISBEE"	"Festive Frisbee"	"HypixelAPI"	0	"&7Doesn't do anything... yet!

&a&lUNCOMMON&r"		"Item"	
"OBSOLITE"	"Obsolite"	"HypixelAPI"	0	"&7&8Collection Item

&7&7Practically a fossil.

&eRight-click to view recipes!

&5&lEPIC&r"		"Rift Item"	
"GIANT_FISHING_ROD"	"Giant Fishing Rod"	"HypixelAPI"	0	"&7Double Hook Chance: &9+10%



&8This item has no purchasing data yet!



&9ථ Hook &8&lNONE&r

&9ꨃ Line &8&lNONE&r

&9࿉ Sinker &8&lNONE&r



&7Talk to &2Roddy &7in the &2Backwater

&2Bayou &7to apply parts to this rod.



&8This item can be reforged!

&6&lLEGENDARY FISHING ROD&r"		"Fishing Rod"	
"QUARTZ_GENERATOR_9"	"Quartz Minion IX"	"HypixelAPI"	0	"&7Place this minion and it will start
&7generating and mining quartz ore!
&7Requires an open area to place
&7quartz ore. Minions also work when
&7you are offline!

&7Time Between Actions: &a14.5s
&7Max Storage: &e768
&7Resources Generated: &b0

&9&lRARE&r"		"Item"	"[{""name"":""first"",""type"":""crafting"",""resultId"":""QUARTZ_GENERATOR_9"",""resultQuantity"":1,""crafting"":{""1"":{""itemId"":""ENCHANTED_QUARTZ"",""quantity"":32},""2"":{""itemId"":""ENCHANTED_QUARTZ"",""quantity"":32},""3"":{""itemId"":""ENCHANTED_QUARTZ"",""quantity"":32},""4"":{""itemId"":""ENCHANTED_QUARTZ"",""quantity"":32},""5"":{""itemId"":""QUARTZ_GENERATOR_8"",""quantity"":1},""6"":{""itemId"":""ENCHANTED_QUARTZ"",""quantity"":32},""7"":{""itemId"":""ENCHANTED_QUARTZ"",""quantity"":32},""8"":{""itemId"":""ENCHANTED_QUARTZ"",""quantity"":32},""9"":{""itemId"":""ENCHANTED_QUARTZ"",""quantity"":32}}}]"
"FESTIVE_ZOMBIE_PERSONALITY"	"Festive Zombie Minion Skin"	"HypixelAPI"	0	"&7&7This Minion skin changes your
&7minion's appearance to a &eFestive
&eZombie&7.

&7&7You can place this item in any minion
&7of your choice!

&f&lCOMMON COSMETIC&r"		"Cosmetic"	
"INFERNO_GENERATOR_4"	"Inferno Minion IV"	"HypixelAPI"	0	"&7Place this minion and it will start
&7generating and slaying Infernals!
&7Minions also work when you are
&7offline!

&6Ability: Rising Celsius
&7Each Inferno minion increases the
&7speed of ALL &7Inferno minions by &a18%&7,
&7up to &a180%&7.

&7Time Between Actions: &a919s
&7Max Storage: &e384
&7Resources Generated: &b0

&9&lRARE&r"		"Item"	"[{""name"":""first"",""type"":""crafting"",""resultId"":""INFERNO_GENERATOR_4"",""resultQuantity"":1,""crafting"":{""1"":{""itemId"":""MOLTEN_POWDER"",""quantity"":2},""2"":{""itemId"":""MOLTEN_POWDER"",""quantity"":2},""3"":{""itemId"":""MOLTEN_POWDER"",""quantity"":2},""4"":{""itemId"":""MOLTEN_POWDER"",""quantity"":2},""5"":{""itemId"":""INFERNO_GENERATOR_3"",""quantity"":1},""6"":{""itemId"":""MOLTEN_POWDER"",""quantity"":2},""7"":{""itemId"":""MOLTEN_POWDER"",""quantity"":2},""8"":{""itemId"":""MOLTEN_POWDER"",""quantity"":2},""9"":{""itemId"":""MOLTEN_POWDER"",""quantity"":2}}}]"
"FIGSTONE"	"Figstone"	"HypixelAPI"	179200	"&7&8Collection Item

&7''A dense testament to time, holding''
&7''the chronicles of ancient figs.''

&5&lEPIC&r"		"Item"	"[{""name"":""first"",""type"":""crafting"",""resultId"":""FIGSTONE"",""resultQuantity"":1,""crafting"":{""2"":{""itemId"":""ENCHANTED_FIG_LOG"",""quantity"":32},""4"":{""itemId"":""ENCHANTED_FIG_LOG"",""quantity"":32},""5"":{""itemId"":""ENCHANTED_FIG_LOG"",""quantity"":32},""6"":{""itemId"":""ENCHANTED_FIG_LOG"",""quantity"":32},""8"":{""itemId"":""ENCHANTED_FIG_LOG"",""quantity"":32}}},{""name"":""second"",""type"":""crafting"",""resultId"":""FIGSTONE"",""resultQuantity"":1,""crafting"":{""1"":{""itemId"":""ENCHANTED_FIG_LOG"",""quantity"":32},""2"":{""itemId"":""ENCHANTED_FIG_LOG"",""quantity"":32},""3"":{""itemId"":""ENCHANTED_FIG_LOG"",""quantity"":32},""4"":{""itemId"":""ENCHANTED_FIG_LOG"",""quantity"":32},""5"":{""itemId"":""ENCHANTED_FIG_LOG"",""quantity"":32}}}]"
"INFERNO_GENERATOR_6"	"Inferno Minion VI"	"HypixelAPI"	0	"&7Place this minion and it will start
&7generating and slaying Infernals!
&7Minions also work when you are
&7offline!

&6Ability: Rising Celsius
&7Each Inferno minion increases the
&7speed of ALL &7Inferno minions by &a18%&7,
&7up to &a180%&7.

&7Time Between Actions: &a855s
&7Max Storage: &e576
&7Resources Generated: &b0

&9&lRARE&r"		"Item"	"[{""name"":""first"",""type"":""crafting"",""resultId"":""INFERNO_GENERATOR_6"",""resultQuantity"":1,""crafting"":{""1"":{""itemId"":""MOLTEN_POWDER"",""quantity"":8},""2"":{""itemId"":""MOLTEN_POWDER"",""quantity"":8},""3"":{""itemId"":""MOLTEN_POWDER"",""quantity"":8},""4"":{""itemId"":""MOLTEN_POWDER"",""quantity"":8},""5"":{""itemId"":""INFERNO_GENERATOR_5"",""quantity"":1},""6"":{""itemId"":""MOLTEN_POWDER"",""quantity"":8},""7"":{""itemId"":""MOLTEN_POWDER"",""quantity"":8},""8"":{""itemId"":""MOLTEN_POWDER"",""quantity"":8},""9"":{""itemId"":""MOLTEN_POWDER"",""quantity"":8}}}]"
"FIERY_CRIMSON_LEGGINGS"	"Fiery Crimson Leggings"	"HypixelAPI"	0	"&7Strength: &c+60
&7Crit Damage: &c+40%
&7Health: &a+410
&7Defense: &a+110
&7Intelligence: &a+10
&7 &8[&8⚔&8] &8[&8⚔&8]

&8Tiered Bonus: Dominus (0/4)
&7&7Every &a1.5s&7, melee attacks grant &c1&7 stack of
&7&6ᝐ Dominus&7. &8Lose 1 stack after 4s of not
&8gaining a stack.
&7
&7&7Each stack grants &e+0.1Ⓢ Swing Range&7
&7and &c+2⫽ Ferocity&7.
&7
&7At &c10&7 stacks swipe&7 in a random direction
&7dealing &c0.88x &4Swipe Damage&7 to mobs in its
&7path.

&7&8This item can be reforged!
&7&4❣ &cRequires &aCombat Skill 37&c.
&7&4❣ &cRequires Kuudra Fiery Tier Completion&c.
&6&lLEGENDARY LEGGINGS&r"		"Leggings"	
"FIERY_CRIMSON_CHESTPLATE"	"Fiery Crimson Chestplate"	"HypixelAPI"	0	"&7Strength: &c+60
&7Crit Damage: &c+40%
&7Health: &a+460
&7Defense: &a+130
&7Intelligence: &a+10
&7 &8[&8⚔&8] &8[&8⚔&8]

&8Tiered Bonus: Dominus (0/4)
&7&7Every &a1.5s&7, melee attacks grant &c1&7 stack of
&7&6ᝐ Dominus&7. &8Lose 1 stack after 4s of not
&8gaining a stack.
&7
&7&7Each stack grants &e+0.1Ⓢ Swing Range&7
&7and &c+2⫽ Ferocity&7.
&7
&7At &c10&7 stacks swipe&7 in a random direction
&7dealing &c0.88x &4Swipe Damage&7 to mobs in its
&7path.

&7&8This item can be reforged!
&7&4❣ &cRequires &aCombat Skill 37&c.
&7&4❣ &cRequires Kuudra Fiery Tier Completion&c.
&6&lLEGENDARY CHESTPLATE&r"		"Chestplate"	
